Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users/search?first_name=%D0%92&last_name=%D0%9B%D1%83%D0%BA%D0%B8%D0%BD,1,0,69.86390000383835,69.86390000383835,69.86390000383835,69.86390000383835,2.0,0.03193024078452625,0.0,70,70,70,70,70,70,70,70,70,70,70
GET,/users/search?first_name=%D0%92&last_name=%D0%9C%D0%B0%D0%BA%D0%B5%D0%B5%D0%B2%D0%B0,1,0,70.09831599862082,70.09831599862082,70.09831599862082,70.09831599862082,2.0,0.03193024078452625,0.0,70,70,70,70,70,70,70,70,70,70,70
GET,/users/search?first_name=%D0%92&last_name=%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2%D0%B0,1,0,81.89252200099872,81.89252200099872,81.89252200099872,81.89252200099872,2.0,0.03193024078452625,0.0,82,82,82,82,82,82,82,82,82,82,82
GET,/users/search?first_name=%D0%92&last_name=%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD,1,0,297.3370399995474,297.3370399995474,297.3370399995474,297.3370399995474,2.0,0.03193024078452625,0.0,300,300,300,300,300,300,300,300,300,300,300
GET,/users/search?first_name=%D0%92&last_name=%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B0,1,0,87.55244500207482,87.55244500207482,87.55244500207482,87.55244500207482,2.0,0.03193024078452625,0.0,88,88,88,88,88,88,88,88,88,88,88
GET,/users/search?first_name=%D0%92&last_name=%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D0%B0,1,0,154.94148500147276,154.94148500147276,154.94148500147276,154.94148500147276,2.0,0.03193024078452625,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/users/search?first_name=%D0%92&last_name=%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2,1,0,224.3250769970473,224.3250769970473,224.3250769970473,224.3250769970473,2.0,0.03193024078452625,0.0,220,220,220,220,220,220,220,220,220,220,220
GET,/users/search?first_name=%D0%92&last_name=%D0%9F%D0%BE%D0%BF%D0%BE%D0%B2%D0%B0,1,0,69.12135000311537,69.12135000311537,69.12135000311537,69.12135000311537,2.0,0.03193024078452625,0.0,69,69,69,69,69,69,69,69,69,69,69
GET,/users/search?first_name=%D0%92&last_name=%D0%A1%D0%B8%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B0,1,0,152.02965399657842,152.02965399657842,152.02965399657842,152.02965399657842,2.0,0.03193024078452625,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/users/search?first_name=%D0%92&last_name=%D0%A2%D1%80%D0%BE%D1%84%D0%B8%D0%BC%D0%BE%D0%B2%D0%B0,1,0,258.87144199805334,258.87144199805334,258.87144199805334,258.87144199805334,2.0,0.03193024078452625,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/users/search?first_name=%D0%92&last_name=%D0%A9%D0%B5%D1%80%D0%B1%D0%B0%D0%BA%D0%BE%D0%B2%D0%B0,1,0,119.77813499834156,119.77813499834156,119.77813499834156,119.77813499834156,2.0,0.03193024078452625,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/users/search?first_name=%D0%92&last_name=%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2,1,0,72.10934899921995,72.10934899921995,72.10934899921995,72.10934899921995,2.0,0.03193024078452625,0.0,72,72,72,72,72,72,72,72,72,72,72
GET,/users/search?first_name=%D0%93&last_name=%D0%9A%D0%B0%D0%B7%D0%B0%D0%BA%D0%BE%D0%B2,1,0,119.02924699825235,119.02924699825235,119.02924699825235,119.02924699825235,2.0,0.03193024078452625,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/users/search?first_name=%D0%93&last_name=%D0%9A%D0%BE%D1%81%D0%B0%D1%80%D0%B5%D0%B2,1,0,110.64051099674543,110.64051099674543,110.64051099674543,110.64051099674543,2.0,0.03193024078452625,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/users/search?first_name=%D0%93&last_name=%D0%9D%D0%B5%D1%87%D0%B0%D0%B5%D0%B2,1,0,178.9001239958452,178.9001239958452,178.9001239958452,178.9001239958452,2.0,0.03193024078452625,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/users/search?first_name=%D0%93&last_name=%D0%9F%D0%BE%D0%BD%D0%BE%D0%BC%D0%B0%D1%80%D0%B5%D0%B2,1,0,127.9054400001769,127.9054400001769,127.9054400001769,127.9054400001769,2.0,0.03193024078452625,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/users/search?first_name=%D0%94&last_name=%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B0,1,0,111.06841600121697,111.06841600121697,111.06841600121697,111.06841600121697,2.0,0.03193024078452625,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/users/search?first_name=%D0%94&last_name=%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2,1,0,85.14504799677525,85.14504799677525,85.14504799677525,85.14504799677525,2.0,0.03193024078452625,0.0,85,85,85,85,85,85,85,85,85,85,85
GET,/users/search?first_name=%D0%94&last_name=%D0%92%D1%8B%D1%81%D0%BE%D1%86%D0%BA%D0%B0%D1%8F,1,0,117.32498800120084,117.32498800120084,117.32498800120084,117.32498800120084,2.0,0.03193024078452625,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/users/search?first_name=%D0%94&last_name=%D0%95%D1%84%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0,1,0,143.59892200445756,143.59892200445756,143.59892200445756,143.59892200445756,2.0,0.03193024078452625,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/users/search?first_name=%D0%94&last_name=%D0%9A%D0%BE%D0%BC%D0%B0%D1%80%D0%BE%D0%B2,1,0,80.8105979958782,80.8105979958782,80.8105979958782,80.8105979958782,2.0,0.03193024078452625,0.0,81,81,81,81,81,81,81,81,81,81,81
GET,/users/search?first_name=%D0%94&last_name=%D0%9C%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0,1,0,128.65241799590876,128.65241799590876,128.65241799590876,128.65241799590876,2.0,0.03193024078452625,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/users/search?first_name=%D0%94&last_name=%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%BE%D0%B2,1,0,127.85434399847873,127.85434399847873,127.85434399847873,127.85434399847873,2.0,0.03193024078452625,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/users/search?first_name=%D0%94&last_name=%D0%A0%D1%8B%D0%B1%D0%B0%D0%BA%D0%BE%D0%B2,1,0,190.79153799975757,190.79153799975757,190.79153799975757,190.79153799975757,2.0,0.03193024078452625,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/users/search?first_name=%D0%94&last_name=%D0%A1%D0%B0%D0%BC%D1%81%D0%BE%D0%BD%D0%BE%D0%B2,1,0,116.17666800157167,116.17666800157167,116.17666800157167,116.17666800157167,2.0,0.03193024078452625,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/users/search?first_name=%D0%94&last_name=%D0%A1%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D1%8F%D0%BA%D0%BE%D0%B2%D0%B0,1,0,152.11447099864017,152.11447099864017,152.11447099864017,152.11447099864017,2.0,0.03193024078452625,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/users/search?first_name=%D0%94&last_name=%D0%A1%D0%B8%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0,1,0,113.07521900016582,113.07521900016582,113.07521900016582,113.07521900016582,2.0,0.03193024078452625,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/users/search?first_name=%D0%94&last_name=%D0%A8%D0%B2%D0%B5%D1%86%D0%BE%D0%B2,1,0,117.26924300455721,117.26924300455721,117.26924300455721,117.26924300455721,2.0,0.03193024078452625,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/users/search?first_name=%D0%95&last_name=%D0%90%D1%80%D1%85%D0%B8%D0%BF%D0%BE%D0%B2,1,0,151.03848699800437,151.03848699800437,151.03848699800437,151.03848699800437,2.0,0.03193024078452625,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/users/search?first_name=%D0%95&last_name=%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0,1,0,122.34777899720939,122.34777899720939,122.34777899720939,122.34777899720939,2.0,0.03193024078452625,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/users/search?first_name=%D0%95&last_name=%D0%92%D0%B5%D1%80%D0%B5%D1%89%D0%B0%D0%B3%D0%B8%D0%BD%D0%B0,1,0,104.53593399870442,104.53593399870442,104.53593399870442,104.53593399870442,2.0,0.03193024078452625,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/users/search?first_name=%D0%95&last_name=%D0%93%D1%80%D0%B0%D1%87%D0%B5%D0%B2,1,0,156.67304600356147,156.67304600356147,156.67304600356147,156.67304600356147,2.0,0.03193024078452625,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/users/search?first_name=%D0%95&last_name=%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D0%B0,1,0,171.37498000374762,171.37498000374762,171.37498000374762,171.37498000374762,2.0,0.03193024078452625,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/users/search?first_name=%D0%95&last_name=%D0%9A%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2,1,0,83.28257800167194,83.28257800167194,83.28257800167194,83.28257800167194,2.0,0.03193024078452625,0.0,83,83,83,83,83,83,83,83,83,83,83
GET,/users/search?first_name=%D0%95&last_name=%D0%9C%D0%B0%D1%82%D0%B2%D0%B5%D0%B5%D0%B2,1,0,187.50969599932432,187.50969599932432,187.50969599932432,187.50969599932432,2.0,0.03193024078452625,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/users/search?first_name=%D0%95&last_name=%D0%9C%D0%BE%D0%BB%D1%87%D0%B0%D0%BD%D0%BE%D0%B2,1,0,197.22064899542602,197.22064899542602,197.22064899542602,197.22064899542602,2.0,0.03193024078452625,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/users/search?first_name=%D0%95&last_name=%D0%9F%D0%BB%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0,1,0,112.36685799667612,112.36685799667612,112.36685799667612,112.36685799667612,2.0,0.03193024078452625,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/users/search?first_name=%D0%95&last_name=%D0%9F%D0%BE%D0%BF%D0%BE%D0%B2%D0%B0,1,0,88.48872599628521,88.48872599628521,88.48872599628521,88.48872599628521,2.0,0.03193024078452625,0.0,88,88,88,88,88,88,88,88,88,88,88
GET,/users/search?first_name=%D0%95&last_name=%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B0,1,0,131.4625180020812,131.4625180020812,131.4625180020812,131.4625180020812,2.0,0.03193024078452625,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/users/search?first_name=%D0%95&last_name=%D0%A8%D0%B5%D1%81%D1%82%D0%B0%D0%BA%D0%BE%D0%B2%D0%B0,1,0,262.9231009996147,262.9231009996147,262.9231009996147,262.9231009996147,2.0,0.03193024078452625,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/users/search?first_name=%D0%97&last_name=%D0%A0%D0%BE%D0%B4%D0%B8%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0,1,0,109.04687500442378,109.04687500442378,109.04687500442378,109.04687500442378,2.0,0.03193024078452625,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/users/search?first_name=%D0%98&last_name=%D0%93%D0%B5%D1%80%D0%B0%D1%81%D0%B8%D0%BC%D0%BE%D0%B2,1,0,87.47292200132506,87.47292200132506,87.47292200132506,87.47292200132506,2.0,0.03193024078452625,0.0,87,87,87,87,87,87,87,87,87,87,87
GET,/users/search?first_name=%D0%98&last_name=%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2,1,0,109.01914999703877,109.01914999703877,109.01914999703877,109.01914999703877,2.0,0.03193024078452625,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/users/search?first_name=%D0%98&last_name=%D0%95%D1%84%D0%B8%D0%BC%D0%BE%D0%B2,1,0,110.0576229946455,110.0576229946455,110.0576229946455,110.0576229946455,2.0,0.03193024078452625,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/users/search?first_name=%D0%98&last_name=%D0%97%D0%B0%D0%B2%D1%8C%D1%8F%D0%BB%D0%BE%D0%B2,1,0,105.09809700306505,105.09809700306505,105.09809700306505,105.09809700306505,2.0,0.03193024078452625,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/users/search?first_name=%D0%98&last_name=%D0%9A%D0%B0%D0%B7%D0%B0%D0%BA%D0%BE%D0%B2%D0%B0,1,0,143.8181839985191,143.8181839985191,143.8181839985191,143.8181839985191,2.0,0.03193024078452625,0.0,140,140,140,140,140,140,140,140,140,140,140
